Algorithm,N,k,Alphabet Size,Total Time,Preprocessing Time
0,100000,100,256,0.000889,0.000433
0,100000,1000,256,0.016115,0.000421
0,100000,10000,256,1.064067,0.000478
0,1000000,100,256,0.007113,0.006274
0,1000000,1000,256,0.030244,0.009473
0,1000000,10000,256,1.395702,0.005571
